sorter,loan.or.trip,genus,species,subspecies,collection,specimen.number,sex,svl,locality,ct.whole.body,ct.head,ct.head.phantom,toepads,scales,dice.ct,eggs,status,type.material,percentile,remarks,latitude,longitude,ROM.Object ID,ROM.Object.Number
1520,MCZ2016,Anolis,ferreus,,MCZ_R,28547,M,96.71,,,,,,NA,,,Returned,,0.901136787,,,,,
1521,MCZ2016,Anolis,leachii,,MCZ_R,28551,F,63.86,,,,,,NA,,,Returned,,0.925507246,,,,,
1522,MCZ2016,Anolis,leachii,,MCZ_R,28553,M,89,,,,,,NA,,,Returned,,0.787610619,,,,,
1523,MCZ2016,Anolis,bimaculatus,,MCZ_R,28714,F,65,,657,,,,NA,,,Returned,,0.942028986,,,,,
1524,MCZ2016,Anolis,bimaculatus,,MCZ_R,28716,M,98,,,,,,NA,,,Returned,,0.859649123,,,,,
1525,MCZ2016,Anolis,bimaculatus,,MCZ_R,28719,M,97,,,,,,NA,,,Returned,,0.850877193,,,,,
1526,MCZ2019-12,Anolis,rubribarbus,,MCZ_R,28760,M,60.92,,1000,,1125,done,done,,,Returned,Paratype,0.915539525,,,,,
1527,MCZ2019-12,Anolis,rubribarbus,,MCZ_R,28762,M,59.68,,1000,,1402,done,done,,,Returned,Paratype,0.896904118,,,,,
1528,MCZ2019-12,Anolis,rubribarbus,,MCZ_R,28767,M,57.92,,995,,1402,done,done,,,Returned,Paratype,0.870453862,,,,,
1529,MCZ2019-12,Anolis,allisoni,,MCZ_R,32680,F,60.04,,993,,1146,done,done,,,Returned,,0.872674419,,,,,
1530,MCZ2016,Anolis,acutus,,MCZ_R,34755,F,47.55,,,,,,NA,,,Returned,,0.970408163,,,,,
1531,MCZ2019-12,Anolis,evermanni,,MCZ_R,36000,M,73.12,,954,,1381,done,done,,,Returned,,0.936115734,,,,,
1532,MCZ2019-12,Anolis,evermanni,,MCZ_R,36001,F,57.44,,959,,1129,done,done,,,Returned,,0.990344828,,,,,
1533,MCZ2019-12,Anolis,evermanni,,MCZ_R,36003,F,54.39,,959,,1382,done,done,,,Returned,,0.937758621,,,,,
1534,MCZ2019-12,Anolis,evermanni,,MCZ_R,36004,M,78.11,,954,,1128,done,done,,,Returned,,1,,,,,
1535,MCZ2019-12,Anolis,evermanni,,MCZ_R,36005,F,53.58,,955,,1382,done,done,,,Returned,,0.923793103,,,,,
1536,MCZ2019-12,Anolis,evermanni,,MCZ_R,36007,M,72.81,,954,,1377,done,done,,,Returned,,0.932146972,,,,,
1537,MCZ2019-12,Anolis,evermanni,,MCZ_R,36008,F,56.52,,955,,1381,done,done,,,Returned,,0.974482759,,,,,
1538,MCZ2019-12,Anolis,evermanni,,MCZ_R,36033,F,53.39,,959,,1383,done,done,,,Returned,,0.920517241,,,,,
1539,MCZ2016,Anolis,bimaculatus,,MCZ_R,38378,F,61.85,,,,,,NA,,,Returned,,0.896376812,,,,,
1540,MCZ2016,Anolis,griseus,,MCZ_R,38380,M,112.82,,84,,,,NA,,,Returned,,0.888346457,,,,,
1541,MCZ2019-12,Anolis,luteogularis,luteogularis,MCZ_R,38407,M,165,,"1020, 1021",,1096,done,done,,,Returned,,0.863874346,,,,,
1542,MCZ2019-12,Anolis,luteogularis,luteogularis,MCZ_R,38409,M,162,,"1022, 1023",,1271,done,done,,,Returned,,0.848167539,,,,,
1543,MCZ2019-12,Anolis,chamaeleonides,,MCZ_R,38419,F,162,,"1014, 1015",,1091,done,done,,,Returned,,0.941860465,,,,,
1544,MCZ2019-12,Anolis,allisoni,,MCZ_R,38433,F,57.13,,993,,1146,done,done,,,Returned,,0.830377907,,,,,
1545,MCZ2019-12,Anolis,guazuma,,MCZ_R,39691,F,28.7,,942,,1178,done,done,,,Returned,,0.67355081,,,,,
1546,MCZ2019-12,Anolis,alutaceus,,MCZ_R,42456,M,37.15,,931,,1321,done,done,,,Returned,,0.990666667,,,,,
1547,MCZ2019-12,Anolis,clivicola,,MCZ_R,42463,M,43.1,,981,,1293,done,done,,,Returned,,0.872469636,,,,,
1548,MCZ2019-12,Anolis,loysiana,,MCZ_R,42468,F,33.43,,967,,1104,done,done,,,Returned,,0.87513089,,,,,
1549,MCZ2019-12,Anolis,argenteolus,,MCZ_R,42474,M,55.16,,995,,1288,done,done,,,Returned,,0.922408027,,,,,
1550,MCZ2019-12,Anolis,isolepis,,MCZ_R,42489,F,41.45,,973,,1105,done,done,,,Returned,,1,,,,,
1551,MCZ2019-12,Anolis,alutaceus,,MCZ_R,42495,F,34.84,,935,,1324,done,done,,,Returned,,0.941621622,,,,,
1552,MCZ2019-12,Anolis,cyanopleurus,,MCZ_R,42497,F,33.82,,904,,1315,done,done,,,Returned,,0.89,,,,,
1553,MCZ2019-12,Anolis,cyanopleurus,,MCZ_R,42499,M,41.5,,898,,1314,done,done,,,Returned,,0.965116279,,,,,
1554,MCZ2019-12,Anolis,argillaceus,,MCZ_R,42527,M,43.05,,928,,1329,done,done,,,Returned,,0.896875,,,,,
1555,MCZ2019-12,Anolis,cyanopleurus,orientalis,MCZ_R,42531,F,34.03,,903,,1315,done,done,,,Returned,,0.895526316,,,,,
1556,MCZ2019-12,Anolis,alutaceus,,MCZ_R,42537,M,37.48,,930,,1320,done,done,,,Returned,,0.999466667,,,,,
1557,MCZ2019-12,Anolis,rejectus,,MCZ_R,42571,M,36.27,,940,,1196,done,done,,,Returned,Paratype,0.98027027,,,,,
1558,MCZ2019-12,Anolis,rejectus,,MCZ_R,42573,M,36.82,,940,,1170,done,done,,,Returned,Paratype,0.995135135,,,,,
1559,MCZ2019-12,Anolis,alutaceus,,MCZ_R,42577,M,36.45,,931,,1323,done,done,,,Returned,,0.972,,,,,
1560,MCZ2019-12,Anolis,mestrei,,MCZ_R,44401,F,44.55,,897,,1387,done,done,,,Returned,,0.918556701,,,,,
1561,MCZ2019-12,Anolis,bartschi,,MCZ_R,44765,F,59.48,,959,,1384,done,done,,,Returned,,0.887761194,,,,,
1562,MCZ2019-12,Anolis,bartschi,,MCZ_R,44767,M,77.45,,954,,1128,done,done,,,Returned,,0.992948718,,,,,
1563,MCZ2019-12,Anolis,bartschi,,MCZ_R,44768,M,73.7,,955,,1380,done,done,,,Returned,,0.944871795,,,,,
1564,MCZ2019-12,Anolis,isolepis,,MCZ_R,45704,F,39.5,,972,,1357,done,done,,,Returned,,0.952955368,,,,,
1565,MCZ2019-12,Anolis,bremeri,insulaepinorum,MCZ_R,46237,F,45.78,,960,,1282,done,done,,,Returned,,0.875334608,,,,,
1566,MCZ2019-12,Anolis,porcus,,MCZ_R,47895,M,141,,"1004, 1005",,1094,done,done,,,Returned,,0.839285714,,,,,
1567,MCZ2019-12,Anolis,cristifer,,MCZ_R,49629,M,88.62,,951,,1113,done,done,,,Returned,,0.993052443,,,,,
1568,MCZ2019-12,Anolis,altitudinalis,,MCZ_R,50170,M,44.4,,978,,1148,done,done,,,Returned,,0.853846154,,,,,
1569,MCZ2016,Anolis,leachii,,MCZ_R,55455,M,87,,,,,,NA,,,Returned,,0.769911504,,,,,
1570,MCZ2019-12,Anolis,luteogularis,luteogularis,MCZ_R,55577,F,156,,"1018, 1019",,1096,done,done,,,Returned,,0.886363636,,,,,
1571,MCZ2016,Anolis,lividus,,MCZ_R,55686,M,68.33,,"664, 665",,,,NA,,,Returned,,0.949027778,,,,,
1572,MCZ2016,Anolis,lividus,,MCZ_R,55687,M,67.6,,"664, 665",,,,NA,,,Returned,,0.938888889,,,,,
1573,MCZ2016,Anolis,lividus,,MCZ_R,55688,M,67.62,,,,,,NA,,,Returned,,0.939166667,,,,,
1574,MCZ2016,Anolis,lividus,,MCZ_R,55690,F,50.48,,,,,,NA,,,Returned,,0.96006086,,,,,
1575,MCZ2016,Anolis,lividus,,MCZ_R,55691,F,48.7,,,,,,NA,,,Returned,,0.926207684,,,,,
1576,MCZ2016,Anolis,lividus,,MCZ_R,55693,M,65.41,,"664, 665",,,,NA,,,Returned,,0.908472222,,,,,
1577,MCZ2016,Anolis,lividus,,MCZ_R,55694,M,63.29,,,,,,NA,,,Returned,,0.879027778,,,,,
1578,MCZ2016,Anolis,lividus,,MCZ_R,55699,F,48.34,,,,,,NA,,,Returned,,0.919360974,,,,,
1579,MCZ2016,Anolis,lividus,,MCZ_R,55704,F,48.25,,677,,,,NA,,,Returned,,0.917649296,,,,,
1580,MCZ2019-12,Anolis,barbouri,,MCZ_R,56143,M,40.01,,946,,1322,done,done,,,Returned,,0.909318182,,,,,
1581,MCZ2016,Anolis,leachii,,MCZ_R,57776,M,95,,654,,,,NA,,,Returned,,0.840707965,,,,,
1582,MCZ2016,Anolis,leachii,,MCZ_R,57777,M,95,,654,,,,NA,,,Returned,,0.840707965,,,,,
1583,MCZ2016,Anolis,leachii,,MCZ_R,57779,M,60.09,,655,,,,NA,,,Returned,,0.531769912,,,,,
1584,MCZ2016,Anolis,leachii,,MCZ_R,57780,F,67,,,,,,NA,,,Returned,,0.971014493,,,,,
1585,MCZ2016,Anolis,leachii,,MCZ_R,57784,F,57.37,,82,,,,NA,,,Returned,,0.831449275,,,,,
1586,MCZ2016,Anolis,oculatus,,MCZ_R,57789,F,56.75,,,335,done,,NA,,,Returned,,0.878755033,,,,,
1587,MCZ2016,Anolis,oculatus,,MCZ_R,57790,M,72.67,,"661, 662",333,done,,NA,,,Returned,,0.831654841,,,,,
1588,MCZ2019-12,Anolis,cuvieri,,MCZ_R,57899,M,133,,"1016, 1017",,1097,done,done,,,Returned,,0.95,,,,,
1589,MCZ2016,Anolis,lividus,,MCZ_R,59190,M,65.47,,"664, 665",,,,NA,,,Returned,,0.909305556,,,,,
1590,MCZ2019-12,Anolis,paternus,pinarensis,MCZ_R,59239,F,37.13,,964,,1364,done,done,,,Returned,,0.776778243,,,,,
1591,MCZ2019-12,Anolis,paternus,pinarensis,MCZ_R,59241,F,38.52,,964,,1108,done,done,,,Returned,,0.805857741,,,,,
1592,MCZ2019-12,Anolis,chamaeleonides,,MCZ_R,59331,F,155,,"1004, 1005",,1272,done,done,,,Returned,,0.901162791,,,,,
1593,MCZ2019-12,Anolis,websteri,,MCZ_R,59363,F,42.13,,983,,1293,done,done,,,Returned,,0.896382979,,,,,
1594,MCZ2019-12,Anolis,websteri,,MCZ_R,59376,F,42.93,,979,,1287,done,done,,,Returned,,0.913404255,,,,,
1595,MCZ2016,Anolis,oculatus,,MCZ_R,60375,M,72.41,,"661, 662",337,done,,NA,,,Returned,,0.828679332,,,,,
1596,MCZ2016,Anolis,oculatus,,MCZ_R,60376,M,69.39,,,333,done,,NA,,,Returned,,0.794117647,,,,,
1597,MCZ2016,Anolis,oculatus,,MCZ_R,60388,F,57.65,,,332,done,,NA,,,Returned,,0.892691236,,,,,
1598,MCZ2016,Anolis,oculatus,,MCZ_R,60389,F,56.2,,,334,done,,NA,,,Returned,,0.870238464,,,,,
1599,MCZ2016,Anolis,oculatus,,MCZ_R,60390,F,56.65,,675,332,done,,NA,,,Returned,,0.877206566,,,,,
1600,MCZ2016,Anolis,oculatus,,MCZ_R,60393,F,57.26,,,331,done,,NA,,,Returned,,0.886652214,,,,,
1601,MCZ2016,Anolis,oculatus,,MCZ_R,60394,F,57.65,,675,329,done,,NA,,,Returned,,0.892691236,,,,,
1602,MCZ2016,Anolis,oculatus,,MCZ_R,60396,F,56.39,,77,335,done,,NA,,,Returned,,0.873180551,,,,,
1603,MCZ2016,Anolis,oculatus,,MCZ_R,60645,M,70.91,,77,330,done,,NA,,,Returned,,0.811512932,,,,,
1604,MCZ2016,Anolis,oculatus,,MCZ_R,60646,M,68.58,,"661, 662",336,done,,NA,,,Returned,,0.784847791,,,,,
1605,MCZ2016,Anolis,oculatus,,MCZ_R,60647,F,53.22,,,334,done,,NA,,,Returned,,0.824094147,,,,,
1606,MCZ2016,Anolis,oculatus,,MCZ_R,60648,M,68.66,,"661, 662",331,done,,NA,,,Returned,,0.785763333,,,,,
1607,MCZ2016,Anolis,oculatus,,MCZ_R,60649,M,67.66,,,336,done,,NA,,,Returned,,0.774319066,,,,,
1608,MCZ2019-12,Anolis,poncensis,,MCZ_R,61970,F,40.31,,962,,1392,done,done,,,Returned,,0.916136364,,,,,
1609,MCZ2019-12,Anolis,poncensis,,MCZ_R,61981,F,39.94,,948,,1122,done,done,,,Returned,,0.907727273,,,,,
1610,MCZ2019-12,Anolis,poncensis,,MCZ_R,61982,F,38.86,,948,,1392,done,done,,,Returned,,0.883181818,,,,,
1611,MCZ2019-12,Anolis,poncensis,,MCZ_R,61984,F,41.06,,948,,1122,done,done,,,Returned,,0.933181818,,,,,
1612,MCZ2016,Anolis,ferreus,,MCZ_R,62224,F,65.19,,652,,,,NA,,,Returned,,0.958676471,,,,,
1613,MCZ2016,Anolis,ferreus,,MCZ_R,62227,F,58.13,,,,,,NA,,,Returned,,0.854852941,,,,,
1614,MCZ2016,Anolis,ferreus,,MCZ_R,62228,M,107.32,,653,,1251,,NA,,,Returned,,1,,,,,
1615,MCZ2019-12,Anolis,breslini,,MCZ_R,62827,M,59.41,,918,,1250,done,done,,,Returned,Paratype,0.990166667,,,,,
1616,MCZ2019-12,Anolis,breslini,,MCZ_R,62828,M,57.76,,918,,1395,done,done,,,Returned,Paratype,0.962666667,,,,,
1617,MCZ2019-12,Anolis,breslini,,MCZ_R,62837,F,45.12,,924,,1249,done,done,,,Returned,Paratype,0.97980456,,,,,
1618,MCZ2019-12,Anolis,breslini,,MCZ_R,62838,M,58.48,,918,,1250,done,done,,,Returned,Paratype,0.974666667,,,,,
1619,MCZ2019-12,Anolis,breslini,,MCZ_R,62839,F,44.17,,923,,1249,done,done,,,Returned,Paratype,0.95917481,,,,,
1620,MCZ2019-12,Anolis,breslini,,MCZ_R,62840,F,46.05,,922,,1253,done,done,,,Returned,Paratype,1,,,,,
1621,MCZ2019-12,Anolis,rubribarbus,,MCZ_R,63660,F,40.54,,986,,1401,done,done,,,Returned,,0.853473684,,,,,
1622,MCZ2019-12,Anolis,rubribarbus,,MCZ_R,63661,F,42.94,,986,,1397,done,done,,,Returned,,0.904,,,,,
1623,MCZ2019-12,Anolis,rubribarbus,,MCZ_R,63666,F,42.71,,985,,1123,done,done,,,Returned,,0.899157895,,,,,
1624,MCZ2019-12,Anolis,rubribarbus,,MCZ_R,63669,F,40.95,,985,,1397,done,done,,,Returned,,0.862105263,,,,,
1625,MCZ2019-12,Anolis,ahli,,MCZ_R,63678,M,58.89,,991,,1334,done,done,,,Returned,,0.946784566,,,,,
1626,MCZ2019-12,Anolis,ahli,,MCZ_R,63679,F,43.6,,987,,1329,done,done,,,Returned,,0.832061069,,,,,
1627,MCZ2019-12,Anolis,ahli,,MCZ_R,63680,F,43.3,,990,,1333,done,done,,,Returned,,0.826335878,,,,,
1628,MCZ2019-12,Anolis,ahli,,MCZ_R,63681,M,56.06,,993,,1115,done,done,,,Returned,,0.901286174,,,,,
1629,MCZ2019-12,Anolis,ahli,,MCZ_R,63683,F,45.39,,987,,1116,done,done,,,Returned,,0.866221374,,,,,
1630,MCZ2019-12,Anolis,mestrei,,MCZ_R,63689,F,45.24,,894,,1119,done,done,,,Returned,,0.932783505,,,,,
1631,MCZ2019-12,Anolis,mestrei,,MCZ_R,63690,M,54.55,,914,,1120,done,done,,,Returned,,0.915268456,,,,,
1632,MCZ2019-12,Anolis,mestrei,,MCZ_R,63702,F,44.6,,897,,1388,done,done,,,Returned,,0.919587629,,,,,
1633,MCZ2019-12,Anolis,mestrei,,MCZ_R,63704,F,45.17,,894,,1387,done,done,,,Returned,,0.931340206,,,,,
1634,MCZ2016,Anolis,leachii,,MCZ_R,65303,M,86,,82,,,,NA,,,Returned,,0.761061947,,,,,
1635,MCZ2016,Anolis,leachii,,MCZ_R,65307,M,88,,,,,,NA,,,Returned,,0.778761062,,,,,
1636,MCZ2016,Anolis,leachii,,MCZ_R,65310,F,61.93,,655,,,,NA,,,Returned,,0.897536232,,,,,
1637,MCZ2016,Anolis,leachii,,MCZ_R,65312,F,63.51,,82,,,,NA,,,Returned,,0.920434783,,,,,
1638,MCZ2016,Anolis,nubilus,,MCZ_R,65341,M,63.7,,,,,,NA,,,Returned,,0.786419753,,,,,
1639,MCZ2016,Anolis,nubilus,,MCZ_R,65342,M,61.08,,,,,,NA,,,Returned,,0.754074074,,,,,
1640,MCZ2019-12,Anolis,lucius,,MCZ_R,67989,M,66.89,,917,,1395,done,done,,,Returned,,0.942112676,,,,,
1641,MCZ2019-12,Anolis,lucius,,MCZ_R,67994,F,56.19,,917,,1114,done,done,,,Returned,,0.9365,,,,,
1642,MCZ2019-12,Anolis,lucius,,MCZ_R,68013,F,54.23,,917,,1394,done,done,,,Returned,,0.903833333,,,,,
1643,MCZ2019-12,Anolis,lucius,,MCZ_R,68092,F,53.82,,919,,1394,done,done,,,Returned,,0.897,,,,,
1644,MCZ2019-12,Anolis,terraealtae,,MCZ_R,70693,F,53.78,,961,,1401,done,done,,,Returned,,0.976043557,,,,,
1645,MCZ2019-12,Anolis,terraealtae,,MCZ_R,70697,M,73.77,,916,,1124,done,done,,,Returned,,0.9836,,,,,
1646,MCZ2019-12,Anolis,terraealtae,,MCZ_R,70707,M,72.35,,916,,1398,done,done,,,Returned,,0.964666667,,,,,
1647,MCZ2019-12,Anolis,terraealtae,,MCZ_R,70714,F,54.24,,915,,1400,done,done,,,Returned,,0.984392015,,,,,
1648,MCZ2019-12,Anolis,terraealtae,,MCZ_R,70717,M,73.31,,916,,1398,done,done,,,Returned,,0.977466667,,,,,
1649,MCZ2019-12,Anolis,terraealtae,,MCZ_R,70718,M,72.11,,916,,1124,done,done,,,Returned,,0.961466667,,,,,
1650,MCZ2019-12,Anolis,terraealtae,,MCZ_R,70721,F,54.05,,919,,1400,done,done,,,Returned,,0.980943739,,,,,
1651,MCZ2019-12,Anolis,terraealtae,,MCZ_R,70722,F,55.1,,918,,1123,done,done,,,Returned,,1,,,,,
1652,MCZ2016,Anolis,ferreus,,MCZ_R,70748,M,101.73,,83,,,,NA,,,Returned,,0.947912784,,,,,
1653,MCZ2016,Anolis,ferreus,,MCZ_R,70749,M,97.73,,83,,,,NA,,,Returned,,0.910641073,,,,,
1654,MCZ2016,Anolis,ferreus,,MCZ_R,70767,M,99.46,,,,,,NA,,,Returned,,0.926761088,,,,,
1655,MCZ2016,Anolis,ferreus,,MCZ_R,70773,M,60.83,,,,,,NA,,,Returned,,0.566809542,,,,,
1656,MCZ2016,Anolis,ferreus,,MCZ_R,70779,M,96,,653,,,,NA,,,Returned,,0.894521059,,,,,
1657,MCZ2016,Anolis,ferreus,,MCZ_R,70782,M,85.19,,,,,,NA,,,Returned,,0.79379426,,,,,
1658,MCZ2016,Anolis,ferreus,,MCZ_R,70785,M,96,,,,,,NA,,,Returned,,0.894521059,,,,,
1659,MCZ2016,Anolis,ferreus,,MCZ_R,70786,F,62.14,,83,,,,NA,,,Returned,,0.913823529,,,,,
1660,MCZ2016,Anolis,ferreus,,MCZ_R,70787,F,59.16,,83,,,,NA,,,Returned,,0.87,,,,,
1661,MCZ2016,Anolis,desiradei,,MCZ_R,71070,M,70.08,,80.1,,,,NA,,,Returned,Paratype,0.96,previously entered as marmoratus desiradei (species and subspecies); revised by DLM 2022-09-26,,,,
1662,MCZ2016,Anolis,desiradei,,MCZ_R,71071,M,71.61,,663,,,,NA,,,Returned,Paratype,0.980958904,previously entered as marmoratus desiradei (species and subspecies); revised by DLM 2022-09-26,,,,
1663,MCZ2016,Anolis,desiradei,,MCZ_R,71072,M,72.75,,80.1,,,,NA,,,Returned,Paratype,0.996575342,previously entered as marmoratus desiradei (species and subspecies); revised by DLM 2022-09-26,,,,
1664,MCZ2016,Anolis,desiradei,,MCZ_R,71101,M,71.54,,,,,,NA,,,Returned,Paratype,0.98,previously entered as marmoratus desiradei (species and subspecies); revised by DLM 2022-09-26,,,,
1665,"MCZ2016, MCZ2022-11",Anolis,desiradei,,MCZ_R,71110,F,52.49,xxx,"80.1, 2259",,2260,NEED TO PRINT LABELS,NEED TO PRINT LABELS,,,In Lab,Paratype,0.972757598,previously entered as marmoratus desiradei (species and subspecies); revised by DLM 2022-09-26,,,,
1666,"MCZ2016, MCZ2022-11",Anolis,desiradei,,MCZ_R,71111,F,53.96,xxx,2259,,2261,NEED TO PRINT LABELS,NEED TO PRINT LABELS,,,In Lab,Paratype,1,previously entered as marmoratus desiradei (species and subspecies); revised by DLM 2022-09-26,,,,
1667,MCZ2016,Anolis,marmoratus,marmoratus,MCZ_R,71186,M,61.1,,,,,,NA,,,Returned,,0.745121951,,,,,
1668,MCZ2016,Anolis,marmoratus,marmoratus,MCZ_R,71190,F,54.61,,,,,,NA,,,Returned,,0.939931153,,,,,
1669,MCZ2016,Anolis,marmoratus,alliaceus,MCZ_R,71338,M,74.26,,663,,,,NA,,,Returned,,0.905609756,,,,,
1670,MCZ2016,Anolis,marmoratus,alliaceus,MCZ_R,71343,F,54.42,,676,,,,NA,,,Returned,,0.936660929,,,,,
1671,MCZ2016,Anolis,marmoratus,alliaceus,MCZ_R,71344,F,58.1,,676,,,,NA,,,Returned,,1,,,,,
1672,MCZ2016,Anolis,luciae,,MCZ_R,71697,M,90,,76,,,,NA,,,Returned,,0.989010989,,,,,
1673,MCZ2016,Anolis,luciae,,MCZ_R,71698,M,89,,76,,,,NA,,,Returned,,0.978021978,,,,,
1674,MCZ2016,Anolis,luciae,,MCZ_R,71699,M,86,,660,,,,NA,,,Returned,,0.945054945,,,,,
1675,MCZ2016,Anolis,luciae,,MCZ_R,71700,M,88,,660,,,,NA,,,Returned,,0.967032967,,,,,
1676,MCZ2016,Anolis,luciae,,MCZ_R,71705,F,58.99,,,,,,NA,,,Returned,,0.934717161,,,,,
1677,MCZ2016,Anolis,luciae,,MCZ_R,71706,F,59.17,,674,,,,NA,,,Returned,,0.937569323,,,,,
1678,MCZ2016,Anolis,luciae,,MCZ_R,71707,F,54.96,,674,,,,NA,,,Returned,,0.870860402,,,,,
1679,MCZ2016,Anolis,luciae,,MCZ_R,71776,M,84,,660,,,,NA,,,Returned,,0.923076923,,,,,
1680,MCZ2016,Anolis,luciae,,MCZ_R,71777,M,81,,,,,,NA,,,Returned,,0.89010989,,,,,
1681,MCZ2016,Anolis,luciae,,MCZ_R,71778,M,82,,,,,,NA,,,Returned,,0.901098901,,,,,
1682,MCZ2016,Anolis,luciae,,MCZ_R,71779,M,83,,660,,,,NA,,,Returned,,0.912087912,,,,,
1683,MCZ2016,Anolis,luciae,,MCZ_R,71782,F,63.11,,76,,,,NA,,,Returned,,1,,,,,
1684,MCZ2016,Anolis,luciae,,MCZ_R,71783,F,60.22,,,,,,NA,,,Returned,,0.95420694,,,,,
1685,MCZ2016,Anolis,luciae,,MCZ_R,71784,F,59.66,,,,,,NA,,,Returned,,0.945333545,,,,,
1686,MCZ2016,Anolis,luciae,,MCZ_R,71785,F,60.38,,,,,,NA,,,Returned,,0.956742196,,,,,
1687,MCZ2016,Anolis,luciae,,MCZ_R,71792,M,59.87,,,,,,NA,,,Returned,,0.657912088,,,,,
1688,MCZ2016,Anolis,luciae,,MCZ_R,71814,F,57.59,,76,,,,NA,,,Returned,,0.912533671,,,,,
1689,MCZ2019-12,Anolis,inexpectatus,,MCZ_R,73928,M,33.9,,941,,1195,done,done,,,Returned,,0.916216216,,,,,
1690,MCZ2019-12,Anolis,inexpectatus,,MCZ_R,73931,M,34.89,,939,,1171,done,done,,,Returned,,0.942972973,,,,,
1691,MCZ2019-12,Anolis,argenteolus,,MCZ_R,73989,F,47.34,,984,,1292,done,done,,,Returned,,0.928235294,,,,,
1692,MCZ2019-12,Anolis,argenteolus,,MCZ_R,73991,F,45.87,,984,,1292,done,done,,,Returned,,0.899411765,,,,,
1693,MCZ2019-12,Anolis,terueli,,MCZ_R,74014,F,34.42,,936,,1197,done,done,,,Returned,Paratype,0.925268817,,,,,
1694,MCZ2019-12,Anolis,terueli,,MCZ_R,74016,M,38.83,,976,,1046,done,done,,,Returned,,0.97075,,,,,
1695,MCZ2019-12,Anolis,terueli,,MCZ_R,74019,F,35.55,,938,,"1177, 1284",done,done,,,Returned,,0.955645161,,,,,
1696,MCZ2019-12,Anolis,bremeri,bremeri,MCZ_R,74021,M,67.17,,951,,1278,done,done,,,Returned,,0.932916667,,,,,
1697,MCZ2019-12,Anolis,bremeri,bremeri,MCZ_R,74022,F,43.14,,960,,1282,done,done,,,Returned,,0.824856597,,,,,
1698,MCZ2019-12,Anolis,isolepis,,MCZ_R,74035,F,36.41,,973,,1107,done,done,,,Returned,,0.87840772,,,,,
1699,MCZ2019-12,Anolis,loysiana,,MCZ_R,74036,M,40.59,,972,,1103,done,done,,,Returned,,0.859957627,,,,,
1700,MCZ2019-12,Anolis,loysiana,,MCZ_R,74038,M,39.56,,973,,1354,done,done,,,Returned,,0.838135593,,,,,
1701,MCZ2019-12,Anolis,loysiana,,MCZ_R,74039,M,40.16,,972,,1354,done,done,,,Returned,,0.850847458,,,,,
1702,MCZ2019-12,Anolis,vanidicus,,MCZ_R,74080,M,37.59,,936,,1196,done,done,,,Returned,Paratype,0.963846154,,,,,
1703,MCZ2019-12,Anolis,vanidicus,,MCZ_R,74088,F,35.61,,939,,1194,done,done,,,Returned,Paratype,0.919917334,,,,,
1704,MCZ2016,Anolis,extremus,,MCZ_R,75275,M,69.29,,,527,done,,NA,,,Returned,,0.834819277,,,,,
1705,MCZ2016,Anolis,extremus,,MCZ_R,75277,M,57.76,,648,512,done,,NA,,,Returned,,0.695903614,,,,,
1706,MCZ2016,Anolis,extremus,,MCZ_R,75279,F,52,,81,511,done,,NA,,,Returned,,0.866666667,,,,,
1707,MCZ2016,Anolis,extremus,,MCZ_R,75286,M,68.52,,81,510,done,,NA,,,Returned,,0.825542169,,,,,
1708,MCZ2016,Anolis,extremus,,MCZ_R,75289,M,73.43,,648,528,done,,NA,,,Returned,,0.884698795,,,,,
1709,MCZ2016,Anolis,leachii,,MCZ_R,75341,M,91,,82,,,,NA,,,Returned,,0.805309735,,,,,
1710,MCZ2016,Anolis,leachii,,MCZ_R,75343,F,61.42,,655,,,,NA,,,Returned,,0.890144928,,,,,
1711,MCZ2016,Anolis,leachii,,MCZ_R,75344,F,59.33,,,,,,NA,,,Returned,,0.859855072,,,,,
1712,MCZ2016,Anolis,wattsii,,MCZ_R,75664,M,40.75,,,,,,NA,,,Returned,,0.702586207,,,,,
1713,MCZ2016,Anolis,wattsii,,MCZ_R,75666,M,49.61,,,,,,NA,,,Returned,,0.855344828,,,,,
1714,MCZ2016,Anolis,wattsii,,MCZ_R,75668,M,49.41,,60,,,,NA,,,Returned,,0.851896552,,,,,
1715,MCZ2016,Anolis,wattsii,,MCZ_R,75669,F,41.75,,,,,,NA,,,Returned,,0.907608696,,,,,
1716,MCZ2016,Anolis,wattsii,,MCZ_R,75687,F,41.83,,65,,,,NA,,,Returned,,0.909347826,,,,,
1717,MCZ2016,Anolis,wattsii,,MCZ_R,75693,M,47.52,,64,,,,NA,,,Returned,,0.819310345,,,,,
1718,MCZ2016,Anolis,wattsii,,MCZ_R,75694,M,46.21,,65,,,,NA,,,Returned,,0.796724138,,,,,
1719,MCZ2016,Anolis,wattsii,,MCZ_R,75699,F,39.29,,64,,,,NA,,,Returned,,0.854130435,,,,,
1720,MCZ2016,Anolis,wattsii,,MCZ_R,75700,F,35.99,,64,,,,NA,,,Returned,,0.782391304,,,,,
1721,MCZ2016,Anolis,wattsii,,MCZ_R,75704,M,42.29,,64,,,,NA,,,Returned,,0.729137931,,,,,
1722,MCZ2016,Anolis,wattsii,,MCZ_R,75705,M,39.63,,65,,,,NA,,,Returned,,0.683275862,,,,,
1723,MCZ2016,Anolis,wattsii,,MCZ_R,75714,M,51.41,,686,,,,NA,,,Returned,,0.88637931,,,,,
